id,sierra-system-no,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
w5m3vtbc,b14868982,,['Closed stores'],[Wellcome MS Burmese 17].,,Manuscripts,,"['Manuscripts', 'Burmese']",,,,,,['Burmese'],,,,,,,https://wellcomecollection.org/works/w5m3vtbc
xfvua2dv,b14868891,,['Closed stores'],[Wellcome MS Burmese 8].,,Manuscripts,,"['Manuscripts', 'Burmese']",,,,,,['Burmese'],,,,,,,https://wellcomecollection.org/works/xfvua2dv
yx8fv6bd,b14868945,,['Closed stores'],[Wellcome MS Burmese 13].,,Manuscripts,,"['Manuscripts', 'Burmese']",,,,,,['Burmese'],,,,,,,https://wellcomecollection.org/works/yx8fv6bd
yxbqc7hh,b14868933,,['Closed stores'],[Wellcome MS Burmese 12].,,Manuscripts,,"['Manuscripts', 'Burmese']",,,,,,['Burmese'],,,,,,,https://wellcomecollection.org/works/yxbqc7hh
t8se6puk,,,['Online'],"A drum, possibly Burmese",,Digital Images,,,,,,,,,,,,['wxga26g2'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/M0018293EB/full/300,/0/default.jpg",https://wellcomecollection.org/works/t8se6puk
hnwwpw9p,,,['Online'],"Burmese Manuscript 22, Volume 1",,Digital Images,,['Manuscript'],['MS BURMESE 22'],,,,,,"Burmese Manuscript 22
Volume 1
Pencil drawing of a temple at the back of the
manuscript.",,,['e83s5683'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0031488/full/300,/0/default.jpg",https://wellcomecollection.org/works/hnwwpw9p
a2z6v42m,b14867916,,['Closed stores'],[Wellcome MS Burmese-Pāli 31].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/a2z6v42m
ah2b6ve4,b14868258,,['Closed stores'],[Wellcome MS Burmese-Pāli 65].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ah2b6ve4
ah9wqdh4,b14868039,,['Closed stores'],[Wellcome MS Burmese-Pāli 43].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ah9wqdh4
ahkkww9q,b14868532,,['Closed stores'],[Wellcome MS Burmese-Pāli 93].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ahkkww9q
b735um6q,b14867710,,['Closed stores'],[Wellcome MS Burmese-Pāli 11].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/b735um6q
b8jxacht,b14868453,,['Closed stores'],[Wellcome MS Burmese-Pāli 85].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/b8jxacht
bbntgtmy,b1486826x,,['Closed stores'],[Wellcome MS Burmese-Pāli 66].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/bbntgtmy
bdpxtfam,b14868234,,['Closed stores'],[Wellcome MS Burmese-Pāli 63].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/bdpxtfam
c4cyng6h,b14868556,,['Closed stores'],[Wellcome MS Burmese-Pāli 95].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/c4cyng6h
c5wvm88s,b14868593,,['Closed stores'],[Wellcome MS Burmese-Pāli 99].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/c5wvm88s
cfeum66k,b14868611,,['Closed stores'],[Wellcome MS Burmese-Pāli 101].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/cfeum66k
cp3ru5es,b14867758,,['Closed stores'],[Wellcome MS Burmese-Pāli 15].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/cp3ru5es
cz6zgb8e,b14868076,,['Closed stores'],[Wellcome MS Burmese-Pāli 47].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/cz6zgb8e
dnardywq,b1486793x,,['Closed stores'],[Wellcome MS Burmese-Pāli 33].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/dnardywq
dqrs5p2n,b14868775,,['Closed stores'],[Wellcome MS Burmese-Pāli 117].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/dqrs5p2n
e2nendyf,b14868143,,['Closed stores'],[Wellcome MS Burmese-Pāli 54].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/e2nendyf
eavqjnzp,b14868428,,['Closed stores'],[Wellcome MS Burmese-Pāli 82].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/eavqjnzp
ef2b95vq,b1486860x,,['Closed stores'],[Wellcome MS Burmese-Pāli 100].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ef2b95vq
fwhk58x4,b14868313,,['Closed stores'],[Wellcome MS Burmese-Pāli 71].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/fwhk58x4
g48pbs2u,b14867643,,['Closed stores'],[Wellcome MS Burmese-Pāli 4].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/g48pbs2u
g772t9gd,b14868027,,['Closed stores'],[Wellcome MS Burmese-Pāli 42].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/g772t9gd
gjmd4sae,b14867801,,['Closed stores'],[Wellcome MS Burmese-Pāli 20].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gjmd4sae
gmpan2we,b14868064,,['Closed stores'],[Wellcome MS Burmese-Pāli 46].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gmpan2we
gmyjsxph,b14868623,,['Closed stores'],[Wellcome MS Burmese-Pāli 102].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gmyjsxph
gn5aw262,b14868763,,['Closed stores'],[Wellcome MS Burmese-Pāli 116].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gn5aw262
gvw3feuf,b14868180,,['Closed stores'],[Wellcome MS Burmese-Pāli 58].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gvw3feuf
gympwr26,b14867965,,['Closed stores'],[Wellcome MS Burmese-Pāli 36].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/gympwr26
h29bxc5s,b14868416,,['Closed stores'],[Wellcome MS Burmese-Pāli 81].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/h29bxc5s
hkgdxfhq,b14868520,,['Closed stores'],[Wellcome MS Burmese-Pāli 92].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/hkgdxfhq
hsng3mhh,b14868799,,['Closed stores'],[Wellcome MS Burmese-Pāli 119].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/hsng3mhh
hxfm62bu,b14867679,,['Closed stores'],[Wellcome MS Burmese-Pāli 7].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/hxfm62bu
j4t4z9m4,b1486857x,,['Closed stores'],[Wellcome MS Burmese-Pāli 97].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/j4t4z9m4
j8mt8vg8,b14868106,,['Closed stores'],[Wellcome MS Burmese-Pāli 50].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/j8mt8vg8
j9hf8rvm,b14867783,,['Closed stores'],[Wellcome MS Burmese-Pāli 18].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/j9hf8rvm
jcsgtw5d,b14867977,,['Closed stores'],[Wellcome MS Burmese-Pāli 37].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/jcsgtw5d
jj55vsbh,b14867825,,['Closed stores'],[Wellcome MS Burmese-Pāli 22].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/jj55vsbh
jn53b8vf,b14868581,,['Closed stores'],[Wellcome MS Burmese-Pāli 98].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/jn53b8vf
jxzswqqw,b1486762x,,['Closed stores'],[Wellcome MS Burmese-Pāli 2].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/jxzswqqw
jytck8vy,b14868660,,['Closed stores'],[Wellcome MS Burmese-Pāli 106].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/jytck8vy
k6sfm8te,b14867746,,['Closed stores'],[Wellcome MS Burmese-Pāli 14].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/k6sfm8te
kt8pe5da,b14868805,,['Closed stores'],[Wellcome MS Burmese-Pāli 120].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/kt8pe5da
ktwqszmb,b14868647,,['Closed stores'],[Wellcome MS Burmese-Pāli 104].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ktwqszmb
mmf6tavy,b14867941,,['Closed stores'],[Wellcome MS Burmese-Pāli 34].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/mmf6tavy
mmm4tzpr,b14868568,,['Closed stores'],[Wellcome MS Burmese-Pāli 96].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/mmm4tzpr
mnq84ctv,b14868052,,['Closed stores'],[Wellcome MS Burmese-Pāli 45].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/mnq84ctv
n6zgzsjd,b14868088,,['Closed stores'],[Wellcome MS Burmese-Pāli 48].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/n6zgzsjd
ngpmnyj5,b14868696,,['Closed stores'],[Wellcome MS Burmese-Pāli 109].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ngpmnyj5
nuuruzdj,b14868350,,['Closed stores'],[Wellcome MS Burmese-Pāli 75].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/nuuruzdj
nvhbtxbk,b14868179,,['Closed stores'],[Wellcome MS Burmese-Pāli 57].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/nvhbtxbk
nzd9hqfs,b14868301,,['Closed stores'],[Wellcome MS Burmese-Pāli 70].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/nzd9hqfs
pcafuday,b14868490,,['Closed stores'],[Wellcome MS Burmese-Pāli 89].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pcafuday
pd9gzgjn,b14868040,,['Closed stores'],[Wellcome MS Burmese-Pāli 44].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pd9gzgjn
pfdn2t5w,b14868271,,['Closed stores'],[Wellcome MS Burmese-Pāli 67].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pfdn2t5w
pjsd8neh,b14868118,,['Closed stores'],[Wellcome MS Burmese-Pāli 51].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pjsd8neh
pkbh2x5f,b14867771,,['Closed stores'],[Wellcome MS Burmese-Pāli 17].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pkbh2x5f
pmcd6rcc,b14868131,,['Closed stores'],[Wellcome MS Burmese-Pāli 53].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pmcd6rcc
pqrun6jc,b14868404,,['Closed stores'],[Wellcome MS Burmese-Pāli 80].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/pqrun6jc
prd4ew4h,b14867990,,['Closed stores'],[Wellcome MS Burmese-Pāli 39].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/prd4ew4h
ptxtdj3t,b14867734,,['Closed stores'],[Wellcome MS Burmese-Pāli 13].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ptxtdj3t
q2x96man,b14868374,,['Closed stores'],[Wellcome MS Burmese-Pāli 77].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/q2x96man
qgqj9wne,b14868209,,['Closed stores'],[Wellcome MS Burmese-Pāli 60].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/qgqj9wne
r3hpaggw,b14867904,,['Closed stores'],[Wellcome MS Burmese-Pāli 30].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/r3hpaggw
rcdxw3ed,b14868635,,['Closed stores'],[Wellcome MS Burmese-Pāli 103].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rcdxw3ed
rddzqwjd,b14867795,,['Closed stores'],[Wellcome MS Burmese-Pāli 19].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rddzqwjd
rh665jqf,b14867722,,['Closed stores'],[Wellcome MS Burmese-Pāli 12].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rh665jqf
rjxvs3zt,b14868477,,['Closed stores'],[Wellcome MS Burmese-Pāli 87].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rjxvs3zt
rn74d2ua,b14867850,,['Closed stores'],[Wellcome MS Burmese-Pāli 25].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rn74d2ua
rv6sw993,b14868386,,['Closed stores'],[Wellcome MS Burmese-Pāli 78].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rv6sw993
rwy76wz6,b14867928,,['Closed stores'],[Wellcome MS Burmese-Pāli 32].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/rwy76wz6
serbz7tg,b14868295,,['Closed stores'],[Wellcome MS Burmese-Pāli 69].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/serbz7tg
shxmyxc7,b14867886,,['Closed stores'],[Wellcome MS Burmese-Pāli 28].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/shxmyxc7
smt2cabr,b14868192,,['Closed stores'],[Wellcome MS Burmese-Pāli 59].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/smt2cabr
syaqtaux,b14868441,,['Closed stores'],[Wellcome MS Burmese-Pāli 84].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/syaqtaux
ta2cb3hp,b14868398,,['Closed stores'],[Wellcome MS Burmese-Pāli 79].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ta2cb3hp
tcanwzvj,b14867837,,['Closed stores'],[Wellcome MS Burmese-Pāli 23].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/tcanwzvj
tnnd9wvb,b14868659,,['Closed stores'],[Wellcome MS Burmese-Pāli 105].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/tnnd9wvb
tpzwdxv7,b1486843x,,['Closed stores'],[Wellcome MS Burmese-Pāli 83].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/tpzwdxv7
ts4mj7tn,b14867680,,['Closed stores'],[Wellcome MS Burmese-Pāli 8].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ts4mj7tn
tskgrcr7,b14867862,,['Closed stores'],[Wellcome MS Burmese-Pāli 26].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/tskgrcr7
tza6324w,b14867692,,['Closed stores'],[Wellcome MS Burmese-Pāli 9].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/tza6324w
u3a2be3d,b14868167,,['Closed stores'],[Wellcome MS Burmese-Pāli 56].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/u3a2be3d
u986pu3y,b14868210,,['Closed stores'],[Wellcome MS Burmese-Pāli 61].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/u986pu3y
udydp7ss,b14867898,,['Closed stores'],[Wellcome MS Burmese-Pāli 29].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/udydp7ss
ugv99wd3,b14867631,,['Closed stores'],[Wellcome MS Burmese-Pāli 3].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ugv99wd3
v9zz27ft,b14868283,,['Closed stores'],[Wellcome MS Burmese-Pāli 68].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/v9zz27ft
vdvzfdn6,b14867989,,['Closed stores'],[Wellcome MS Burmese-Pāli 38].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/vdvzfdn6
vfccd4h8,b14868337,,['Closed stores'],[Wellcome MS Burmese-Pāli 73].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/vfccd4h8
vnb3sujw,b14867709,,['Closed stores'],[Wellcome MS Burmese-Pāli 10].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/vnb3sujw
w69mbuj7,b14868787,,['Closed stores'],[Wellcome MS Burmese-Pāli 118].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/w69mbuj7
wkvdbn2q,b14868246,,['Closed stores'],[Wellcome MS Burmese-Pāli 64].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/wkvdbn2q
wu6nmnmu,b14867618,,['Closed stores'],[Wellcome MS Burmese-Pāli 1].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/wu6nmnmu
wvupqxc8,b14868751,,['Closed stores'],[Wellcome MS Burmese-Pāli 115].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/wvupqxc8
ww6a7jv5,b1486776x,,['Closed stores'],[Wellcome MS Burmese-Pāli 16].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ww6a7jv5
x2x53jt8,b14867849,,['Closed stores'],[Wellcome MS Burmese-Pāli 24].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/x2x53jt8
x8m6rgze,b14868507,,['Closed stores'],[Wellcome MS Burmese-Pāli 90].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/x8m6rgze
xdk7x4w6,b14868672,,['Closed stores'],[Wellcome MS Burmese-Pāli 107].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xdk7x4w6
xh77jz2w,b14868684,,['Closed stores'],[Wellcome MS Burmese-Pāli 108].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xh77jz2w
xhwy6qvv,b14868738,,['Closed stores'],[Wellcome MS Burmese-Pāli 113].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xhwy6qvv
xmttbk3d,b14868325,,['Closed stores'],[Wellcome MS Burmese-Pāli 72].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xmttbk3d
xn2899s4,b14867667,,['Closed stores'],[Wellcome MS Burmese-Pāli 6].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xn2899s4
xnc5m7vs,b14867655,,['Closed stores'],[Wellcome MS Burmese-Pāli 5].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xnc5m7vs
xtm7wk92,b14867953,,['Closed stores'],[Wellcome MS Burmese-Pāli 35].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/xtm7wk92
y4nrksb3,b14868155,,['Closed stores'],[Wellcome MS Burmese-Pāli 55].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/y4nrksb3
yb8kguuh,b14868544,,['Closed stores'],[Wellcome MS Burmese-Pāli 94].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/yb8kguuh
ygjzy8wn,b14868015,,['Closed stores'],[Wellcome MS Burmese-Pāli 41].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ygjzy8wn
yjbcgbyg,b14868465,,['Closed stores'],[Wellcome MS Burmese-Pāli 86].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/yjbcgbyg
ykegkt36,b14867813,,['Closed stores'],[Wellcome MS Burmese-Pāli 21].,,Manuscripts,,"['Manuscripts', 'Pali']",,,,,,['Pali'],,,,,,,https://wellcomecollection.org/works/ykegkt36
